MAG,contig,length,Phyllostomus discolor (080613_8),Phyllostomus discolor (080813_19),Mimon crenulatum (080813_7),Mimon crenulatum (080913_2),Phyllostomus hastatus (080913_7),Phyllostomus hastatus (080613_5),Phyllostomus hastatus (080913_8)
MAG_1,c_000000000045,1337062,0,0,0,0,0,65.6930391547545,0.3622125543816035
MAG_1,c_000000000046,1541791,0,0,0,0,0,65.98851937355712,0.3834466837212204
MAG_1,c_000000000047,1763778,0,0,0,0,0,67.3906453009961,0.6917496751840624
MAG_1,c_000000000048,882172,0,0,0,0,0,55.399917684181645,0.1446014542461243
MAG_1,c_000000000049,395792,0,0,0,0,0,68.55579803049729,0.41084044845740475
MAG_1,c_000000000050,1486753,0,0,0,0,0,63.49961069296652,0.37425382818582925
MAG_1,c_000000000051,1059460,0,0,0,0,0,71.85691785800825,0.4013205718439544
MAG_1,c_000000000052,1371674,0,0,0,0,0,63.61807457341479,0.48514851485148514
MAG_1,c_000000000053,480585,0,0,0,0,0,74.44156217095816,0.3903512970230688
MAG_1,c_000000000054,965379,0,0,0,0,0,70.1614296752441,0.3896251375588283
MAG_1,c_000000000055,521464,0,0,0,0,0,68.71310156516651,0.34063094251304304
MAG_1,c_000000000056,1678527,0,0,0,0,0,84.11721224920802,0.7001055966209081
MAG_1,c_000000000057,1342588,1.2059958444642327,0.12674384090234492,0,0,0,94.62303354111012,0.4327693677649154
MAG_1,c_000000000058,953505,0,0,0,0,0,69.89749003049495,0.8400187661271405
MAG_1,c_000000000059,129631,0,0,0,0,0,66.17561349693251,0.42369631901840493
MAG_1,c_000000000060,1301686,0,0,0,0,0,66.8321734261259,0.2939764818814495
MAG_1,c_000000000061,1181477,0,0,0,0,0,31.140937593311435,0
MAG_1,c_000000000062,1645388,0,0,0,0,0,456.17358958462495,3.0564166150031
MAG_1,c_000000000063,1733254,0,0,0,0,0,68.49445653824735,0.5779375284766871
MAG_1,c_000000000064,962360,0,0,0,0,0,65.72972972972973,0.33608903020667724
MAG_1,c_000000000065,469253,0,0,0,0,0,89.60076530612245,1.5255102040816326
MAG_1,c_000000000066,1427286,0,0,0,0,0,68.02101790187572,0.6159345023522943
MAG_1,c_000000000067,1101062,0,0,0,0,0,53.05672477117705,0.08395032938844517
MAG_1,c_000000000068,1643427,0,0,0,0,0,67.88276181649675,0.5041705282669138
MAG_1,c_000000000069,1762390,0,0,0,0,0,72.3704773229149,0.2860540173263122
MAG_1,c_000000000070,1782806,0,0,0,0,0,71.8906043228937,0.3250992501102779
MAG_1,c_000000000071,1282868,0,0,0,0,0,64.76949705890631,0.32833300498156537
MAG_1,c_000000000072,586174,0,0,0,0,0,66.92605801236328,0.4927484545886828
MAG_1,c_000000000073,1111681,0,0,0,0,0,66.39974014724989,0.24137433232279487
MAG_1,c_000000000074,277091,0,0,0,0,0,70.09096592685214,0.6248827758674586
MAG_1,c_000000000075,554135,0.8832236842105263,0,0,0,0,234.04276315789474,1.9111842105263157
MAG_1,c_000000000076,1814789,0,0,0,0,0,66.05988409529942,0.3538312942691565
MAG_1,c_000000000077,659458,0,0,0,0,0,65.31248528372969,0.3025370850011773
MAG_1,c_000000000078,1144003,0,0,0,0,0,70.91643660359571,0.3900747424415864
MAG_1,c_000000000079,1284159,0,0,0,0,0,77.37318754456858,0.561207511290706
MAG_1,c_000000000080,1309781,0,0,0,0,0,69.38916452808668,0.46238950670088397
MAG_1,c_000000000081,817410,0,0,0,0,0,64.18427323272438,0.8490865766481335
MAG_1,c_000000000082,1851024,0,0,0,0,0,74.07911392405063,1.0077355836849509
MAG_1,c_000000000083,751194,0,0,0,0,0,92.6968595521954,0.8635504507124164
MAG_1,c_000000000084,1214088,0,0,0,0,0,35.91380337636544,0.08103277060575968
MAG_1,c_000000000085,1214071,0,0,0,0,0,74.19674205282303,0.5576466866993516
MAG_1,c_000000000086,527001,0,0,0,0,0,46.190751445086704,0.06165703275529865
MAG_1,c_000000000087,995409,0,0,0,0,0,69.51775572256325,0.4110492800183581
MAG_1,c_000000000088,587785,0,0,0,0,0,36.958601365484036,0.012668218951024114
MAG_1,c_000000000089,1801883,0,0,0,0,0,66.5049763288143,0.38267968581880785
MAG_1,c_000000000090,232926,0,0,0,0,0,72.00891564212499,0.40307788409665235
MAG_1,c_000000000091,623557,0,0,0,0,0,68.87368402521038,0.47447272983345656
MAG_1,c_000000000092,1573312,0,0,0,0,0,70.74066797642436,0.5569744597249509
MAG_1,c_000000000093,1446292,0,0,0,0,0,71.32882749059219,0.5385719944543474
MAG_1,c_000000000094,1199,0,0,0,0,0,46.99190938511327,0
MAG_1,c_000000000095,1432362,0.5432733504712939,0.02313624678663239,0.27849185946872324,4.766923736075407,0,244.53984575835474,0.13024850042844902
MAG_1,c_000000000096,836399,0,0,0,0,0,11.057471264367816,0
MAG_1,c_000000000097,939068,0,0,0,0,0,62.12600887812752,0.32253833736884585
MAG_1,c_000000000098,1678158,0,0,0,0,0,67.68832869536749,0.10951055819283025
MAG_1,c_000000000099,234026,0,0,0,0,0,70.73195765489817,0.4070073620291257
MAG_1,c_000000000100,14895,0,0,0,0,0,51.82342636220853,0.42696629213483145
MAG_1,c_000000000101,707184,0,0,0,0,0,68.57455708661418,0.4867125984251969
MAG_1,c_000000000102,360823,0,0,0,0,0,87.73422562141491,0.4792861695347355
MAG_1,c_000000000103,893652,0,0,0,0,0,44.86143365846106,0.17200805078185477
MAG_1,c_000000000104,858275,0,0,0,0,0,71.76270417422867,0.606830556013859
MAG_1,c_000000000105,237938,0,0,0,0,0,28.603196664350243,0.11883252258512857
MAG_1,c_000000000106,1191057,0,0,0,0,0,69.39298675590328,0.40825752933968046
MAG_1,c_000000000107,596855,5.507921714818266,0.8937558247903076,0.3616029822926375,9.681267474370923,0,164.94315004659833,1.0205032618825722
MAG_1,c_000000000108,1069090,0,0,0,0,0,68.95997536945812,0.4536857846586911
MAG_1,c_000000000109,1636806,0,0,0,0,0,60.448803355539106,0.37182334073525786
MAG_1,c_000000000110,1369511,0,0,0,0,0,64.73603118618897,0.26774333271455975
MAG_1,c_000000000111,866638,0,0,0,0,0,70.52708889736742,0.46664304790974004
MAG_1,c_000000000112,194372,0,0,0,0,0,66.51109762441477,0.27180509797121555
MAG_1,c_000000000113,1439648,0,0,0,0,0,72.91690730580422,0.45765954374819523
MAG_1,c_000000000114,829693,0,0,0,0,0,63.518716577540104,0.2223969801824473
MAG_1,c_000000000115,1191492,0,0,0,0,0,89.75069637883009,0
MAG_1,c_000000000116,850471,0,0,0,0,0,66.47372368852844,0.3172847030143922
MAG_1,c_000000000117,6566,0,0,0,0,0,67.05571439044058,0.33461623048163625
MAG_1,c_000000000118,469811,0,0,0,0,0,73.94002040122407,0.4180210812648759
MAG_1,c_000000000119,875102,0,0,0,0,0,67.46958041958042,0.4926573426573427
MAG_1,c_000000000120,1594768,0,0,0,0,0,13.111225144323285,0
MAG_1,c_000000000121,90533,0,0,0,0,0,66.8810251929518,0.5079365079365079
MAG_1,c_000000000122,1674498,0,0,0,0,0,64.81968849840256,0.24181309904153356
MAG_1,c_000000000123,1518240,0,0,0,0,0,68.66474179598066,0.42783006868481305
MAG_1,c_000000000124,936234,0,0,0,0,0,38.83159722222222,0
MAG_1,c_000000000125,1550756,0,0,0,0,0,68.93588198843294,0.427172266593225
MAG_1,c_000000000126,1177355,0,0,0,0,0,71.6096093133386,0.48026835043409627
MAG_1,c_000000000127,1803715,0,0,0,0,0,71.56639779657682,0.36415502655911863
MAG_1,c_000000000128,1768583,0,0,0,0,0,65.039824120603015,0.3684673366834171
MAG_1,c_000000000129,580810,0,0,0,0,0,73.16332028191073,0.5121691464369617
MAG_1,c_000000000130,1527160,0.5646140503035559,0.020815264527320035,0,0,0,47.91153512575889,0
MAG_1,c_000000000131,38348,0,0,0,0,0,67.59664848012471,0.38113795791114574
MAG_1,c_000000000132,178697,0,0,0,0,0,86.82530755711775,0.16028119507908611
MAG_1,c_000000000133,948936,0,0,0,0,0,64.284375,0.084375
MAG_1,c_000000000134,1189616,0,0,0,0,0,127.46342592592593,0.5847222222222223
MAG_1,c_000000000135,1617777,0,0,0,0,0,14.687062937062937,0
MAG_1,c_000000000136,560,2.0120793787748057,0,0,0,0,73.76855047454703,0.3559102674719586
MAG_2,c_000000000137,1004840,0,0,0,0,0,25.12182632814167,0
MAG_2,c_000000000138,1400483,0,0,0,0,0,25.362227780150064,0
MAG_2,c_000000000139,936107,0,0,0,0,0,22.320872831336075,0
MAG_2,c_000000000140,1540372,0,0,0,0,0,11.879906542056075,0
MAG_2,c_000000000141,1391145,0,0,0,0,0,21.179259259259258,0
MAG_2,c_000000000142,781097,0,0,0,0,0,16.94327731092437,0
MAG_2,c_000000000143,446362,0,0,0,0,0,6.275323686214775,0
MAG_2,c_000000000144,244356,0,0,0,0,0,19.301553672316384,0
MAG_2,c_000000000145,1236065,0,0,0,0,0,5.6304459251665815,1.4577139928241927
MAG_2,c_000000000146,897630,0,0,0,0,0,13.259361997226074,0
MAG_2,c_000000000147,81568,0,0,0,0,0,26.34698275862069,0
MAG_2,c_000000000148,581367,0,0,0,0,0,24.407627666451194,0
MAG_2,c_000000000149,1518272,0,0,0,0,0,24.68434423626548,0
MAG_2,c_000000000150,1752200,0,0,0,0,0,15.535286284953395,0
MAG_2,c_000000000151,472805,0,0,0,0,0,26.18123080859775,0
MAG_2,c_000000000152,1088326,0,0,0,0,0,25.441031267142073,0
MAG_2,c_000000000153,1268094,0,0,0,0,0,12.178741658722593,0
MAG_2,c_000000000154,1175470,0,0,0,0,0,25.41011756323477,0
MAG_2,c_000000000155,274129,0,0,0,0,0,17.537872192234023,0.11944976493122061
MAG_2,c_000000000156,468717,0,0,0,0,0,26.571259609698405,0
MAG_2,c_000000000157,538763,0,0,0,0,0,27.903846153846153,0
MAG_2,c_000000000158,1515029,0,0,0,0,0,26.627977580569826,0
MAG_2,c_000000000159,163069,0,0,0,0,0,23.6146774696167,0
MAG_2,c_000000000160,1112763,0,0,0,0,0,27.907705516205194,0
MAG_2,c_000000000161,612604,0,0,0,0,0,24.88888888888889,0
MAG_2,c_000000000162,614416,0,0,0,0,0,27.184993222231082,0
MAG_2,c_000000000163,1685768,0,0,0,0,0,5.865403788634097,0
MAG_2,c_000000000164,1747942,0,0,0,0,0,4.701048951048951,1.1824009324009324
MAG_2,c_000000000165,1148178,0,0,0,0,0,13.055718475073315,0
MAG_2,c_000000000166,1522816,0,0,0,0,0,25.753008793044163,0
MAG_2,c_000000000167,1657089,0,0,0,0,0,22.92351945854484,0
MAG_2,c_000000000168,1218035,0,0,0,0,0,24.54854174990012,0
MAG_2,c_000000000169,750402,0,0,0,0,0,22.90848329048843,0
MAG_2,c_000000000170,64743,0,0,0,0,0,23.675715695952615,0
MAG_2,c_000000000171,474461,0,0,0,0,0,20.764848484848486,0
MAG_2,c_000000000172,1676991,0,0,0,0,0,5.367401469605879,0
MAG_2,c_000000000173,1169812,0,0,0,0,0,25.20759878419453,0
MAG_2,c_000000000174,184323,0,0,0,0,0,9.6785616250343125,0
MAG_2,c_000000000175,1167074,0,0,0,0,0,23.420291352412438,0
MAG_2,c_000000000176,193459,0,0,0,0,0,9.545405982905983,0
MAG_2,c_000000000177,836464,0,0,0,0,0,24.841086786551994,0
MAG_2,c_000000000178,970309,0,0,0,0,0,21.759555246699097,0
MAG_2,c_000000000179,1247328,0,0,0,0,0,26.166341145833332,0
MAG_2,c_000000000180,231662,0,0,0,0,0,25.84768624195891,0
MAG_2,c_000000000181,492768,0,0,0,0,0,24.63365336028297,0
MAG_2,c_000000000182,1518646,0,0,0,0,0,24.767572016460907,0
MAG_2,c_000000000183,1769471,0,0,0,0,0,25.69244135534318,0
MAG_2,c_000000000184,314904,0,0,0,0,0,4.545239223117006,0
MAG_2,c_000000000185,1009062,0,0,0,0,0,4.4443614637789395,1.7983569828230022
MAG_2,c_000000000186,1120965,0,0,0,0,0,15.263518138261464,0
MAG_2,c_000000000187,1245726,0,0,0,0,0,6.206762534006995,0
MAG_2,c_000000000188,1634877,0,0,0,0,0,24.879515029047738,0
MAG_2,c_000000000189,264665,0,0,0,0,0,27.147885325007096,0
MAG_2,c_000000000190,721343,0,0,0,0,0,25.442969016002724,0
MAG_2,c_000000000191,1283501,0,0,0,0,0,23.247451745825202,0
MAG_2,c_000000000192,152923,0,0,0,0,0,26.79369228088517,0
MAG_2,c_000000000193,1567584,0,0,0,0,0,26.819772107205907,0
MAG_2,c_000000000194,962145,0,0,0,0,0,24.608412836079793,0
MAG_2,c_000000000195,1458442,0,0,0,0,0,22.37593703148426,0
MAG_2,c_000000000196,902577,0,0,0,0,0,24.129111842105264,0
MAG_2,c_000000000197,1322239,0,0,0,0,0,7.527989821882952,0
MAG_2,c_000000000198,294707,0,0,0,0,0,25.54860984917318,0
MAG_2,c_000000000199,233187,0,0,0,0,0,22.18245341614907,0
MAG_2,c_000000000200,520066,0,0,0,0,0,6.262118491921005,1.3758228605625373
MAG_2,c_000000000201,1319585,0,0,0,0,0,6.493273542600897,1.626806178375685
MAG_2,c_000000000202,155416,0,0,0,0,0,26.08902791145332,0
MAG_2,c_000000000203,791907,0,0,0,0,0,22.55592598766461,0
MAG_2,c_000000000204,131404,0,0,0,0,0,23.766058683584458,0
MAG_2,c_000000000205,1613473,0,0,0,0,0,23.804915514592935,0
MAG_2,c_000000000206,1800807,0,0,0,0,0,24.79357331706325,0
MAG_2,c_000000000207,582591,0,0,0,0,0,4.697251979506288,0.8644620400558919
MAG_2,c_000000000208,14439,0,0,0,0,0,17.959752321981423,0
MAG_2,c_000000000209,743833,0,0,0,0,0,23.444463637934014,0
MAG_2,c_000000000210,1394710,0,0,0,0,0,4.642736960179473,1.81491867638811
MAG_2,c_000000000211,517154,0,0,0,0,0,27.991381706978036,0
MAG_2,c_000000000212,1523347,0,0,0,0,0,24.528068506184585,0
MAG_2,c_000000000213,1047327,0,0,0,0,0,23.435672147608887,0
MAG_2,c_000000000214,1577502,0,0,0,0,0,19.66305069736551,0
MAG_2,c_000000000215,1230093,0,0,0,0,0,21.69295388307903,0
MAG_2,c_000000000216,1702697,0,0,0,0,0,25.874741913282865,0
MAG_2,c_000000000217,351677,0,0,0,0,0,22.430999320190345,0
MAG_2,c_000000000218,403030,0,0,0,0,0,26.605035080478746,0
MAG_2,c_000000000219,1563974,0,0,0,0,0,20.325293753865182,0
MAG_2,c_000000000220,1644237,0,0,0,0,0,22.653846153846153,0
MAG_2,c_000000000221,201844,0,0,0,0,0,28.08345255126371,0
MAG_2,c_000000000222,24556,0,0,0,0,0,26.396867838044308,0
MAG_2,c_000000000223,486587,0,0,0,0,0,25.355408618747653,0
MAG_2,c_000000000224,1634766,0,0,0,0,0,5.992178098676294,0
MAG_2,c_000000000225,931630,0,0,0,0,0,24.53236763236763,0
MAG_2,c_000000000226,1588913,0,0,0,0,0,28.03358208955224,0
MAG_2,c_000000000227,1755778,0,0,0,0,0,22.806704707560627,0
MAG_2,c_000000000228,848799,0,0,0,0,0,16.376480541455162,0
MAG_2,c_000000000229,9836,0,0,0,0,0,24.568791946308725,0
MAG_2,c_000000000230,1139399,0,0,0,0,0,10.789154013015184,0
MAG_2,c_000000000231,469138,0,0,0,0,0,24.297591297591296,0
MAG_2,c_000000000232,1071434,0,0,0,0,0,25.112,0
MAG_2,c_000000000233,612380,0,0,0,0,0,14.349030470914128,0
MAG_2,c_000000000234,467600,0,0,0,0,0,24.620466321243523,0
MAG_2,c_000000000235,940011,0,0,0,0,0,10.185342991052407,0
MAG_2,c_000000000236,580984,0,0,0,0,0,40.272010512483575,0
MAG_2,c_000000000237,1329836,0,0,0,0,0,20.928765633496464,0
MAG_2,c_000000000238,953338,0,0,0,0,0,26.436588189888074,0
MAG_2,c_000000000239,1704515,0,0,0,0,0,5.889027431421447,0
MAG_2,c_000000000240,788246,0,0,0,0,0,26.387329192546584,0
MAG_2,c_000000000241,452205,0.1800232288037166,0,0,0.10627177700348432,0,5.460511033681765,1.4123112659698025
MAG_2,c_000000000242,135070,0,0,0,0,0,25.48217977342264,0
MAG_2,c_000000000243,1572565,0,0,0,0,0,19.154030327214684,0
MAG_2,c_000000000244,469967,0,0,0,0,0,25.65714285714286,0
MAG_2,c_000000000245,1051784,0,0,0,0,0,24.90369483407458,0
MAG_2,c_000000000246,116950,0,0,0,0,0,22.70534759358289,0
MAG_2,c_000000000247,609915,0,0,0,0,0,11.61031746031746,0
MAG_2,c_000000000248,1285073,0,0,0,0,0,23.38818565400844,0
MAG_2,c_000000000249,498471,0,0,0,0,0,25.777830562153603,0
MAG_2,c_000000000250,886305,0,0,0,0,0,24.70216049382716,0
MAG_2,c_000000000251,1281288,0,0,0,0,0,24.14482649342418,0
MAG_2,c_000000000252,1098,0,0,0,0,0,25.315407134338066,0
MAG_2,c_000000000253,398981,0,0,0,0,0,4.355489171023152,0
MAG_2,c_000000000254,1056540,0,0,0,0,0,21.575725312749533,0
MAG_2,c_000000000255,585311,0,0,0,0,0,26.86447675462215,0
MAG_2,c_000000000256,287774,0,0,0,0,0,25.842897842897845,0
MAG_2,c_000000000257,1316800,0,0,0,0,0,24.803367408298257,0
MAG_2,c_000000000258,545648,0,0,0,0,0,25.11252886134403,0
MAG_2,c_000000000259,1473958,0,0,0,0,0,23.814793856103478,0
MAG_2,c_000000000260,744789,0,0,0,0,0,26.109087885590753,0
MAG_2,c_000000000261,958286,0,0,0,0,0,23.45776965265082,0
MAG_2,c_000000000262,726499,0,0,0,0,0,25.996108949416342,0
MAG_2,c_000000000263,125570,0,0,0,0,0,25.474134001823153,0
MAG_2,c_000000000264,1505277,0,0,0,0,0,8.872383869321082,0
MAG_2,c_000000000265,1168966,0,0,0,0,0,23.279674166020172,0
MAG_2,c_000000000266,589058,0,0,0,0,0,26.945929965179687,0
MAG_2,c_000000000267,1771087,0,0,0,0,0,26.920698137519036,0
MAG_2,c_000000000268,758617,0,0,0,0,0,25.500683371298404,0
MAG_2,c_000000000269,1028634,0,0,0,0,0,23.867549668874172,0
MAG_2,c_000000000270,938597,0,0,0,0,0,25.796310804073784,0
MAG_2,c_000000000271,256300,0,0,0,0,0,36.06218792555606,0.20040853381752155
MAG_2,c_000000000272,580864,0,0,0,0,0,24.42416416556153,0
MAG_2,c_000000000273,1172561,0,0,0,0,0,24.87123514783089,0
MAG_2,c_000000000274,138605,0,0,0,0,0,15.882587505538325,0
MAG_2,c_000000000275,1822541,0,0,0,0,0,18.409247163973873,0
MAG_2,c_000000000276,1555751,0,0,0,0,0,25.995348837209303,0
MAG_2,c_000000000277,1425157,0,0,0,0,0,26.356648936170213,0
MAG_2,c_000000000278,837772,0,0,0,0,0,23.245813397129186,0
MAG_2,c_000000000279,1056970,0,0,0,0,0,24.909642207398424,0
MAG_2,c_000000000280,1850502,0,0,0,0,0,27.320798577875017,0
MAG_2,c_000000000281,742854,0,0,0,0,0,15.42756322289747,0
MAG_2,c_000000000282,987072,0,0,0,0,0,20.389463318562285,0
MAG_2,c_000000000283,1540219,0,0,0,0,0,23.30666666666667,0
MAG_2,c_000000000284,1300811,0,0,0,0,0,25.855816597195908,0
MAG_2,c_000000000285,270178,0,0,0,0,0,27.34344678884953,0
MAG_2,c_000000000286,1645268,0,0,0,0,0,18.59898006490496,0
MAG_2,c_000000000287,379859,0,0,0,0,0,23.682897505259994,0
MAG_2,c_000000000288,1633129,0,0,0,0,0,23.638149279790486,0
MAG_2,c_000000000289,736958,0,0,0,0,0,22.630817364098554,0
MAG_2,c_000000000290,18563,0,0,0,0,0,24.348497290195436,0
MAG_2,c_000000000291,760665,0,0,0,0,0,5.5971867007672635,1.6112531969309463
MAG_2,c_000000000292,1281364,0,0,0,0,0,25.59893048128342,0
MAG_2,c_000000000293,944021,0,0,0,0,0,27.992486045513097,0
MAG_2,c_000000000294,465382,0,0,0,0,0,25.467599370966866,0
MAG_2,c_000000000295,1456953,0,0,0,0,0,25.310185185185187,0
MAG_2,c_000000000296,1531736,0,0,0,0,0,23.617602996254682,0
MAG_2,c_000000000297,413299,0,0,0,0,0,13.026199113260782,0
MAG_2,c_000000000298,246788,0,0,0,0,0,26.675905511811024,0
MAG_2,c_000000000299,263624,0,0,0,0,0,26.224083103667585,0
MAG_2,c_000000000300,1484018,0,0,0,0,0,7.555019305019305,1.3296332046332047
MAG_2,c_000000000301,1320817,0,0,0,0,0,17.580760947595117,0
MAG_2,c_000000000302,441788,0.1762799740764744,0,0,0,0,5.3668178872326635,2.020090732339598
MAG_2,c_000000000303,953099,0,0,0,0,0,25.803409301463777,0
MAG_2,c_000000000304,637824,0,0,0,0,0,25.754941927544035,0
MAG_2,c_000000000305,1179367,0,0,0,0,0,52.91014120667523,0
MAG_2,c_000000000306,891238,0,0,0,0,0,17.54061124985135,0
MAG_2,c_000000000307,1294009,0,0,0,0,0,11.909475913181577,0
MAG_2,c_000000000308,736007,0,0,0,0,0,27.060034789149547,0
MAG_2,c_000000000309,128566,0,0,0,0,0,25.493226864394696,0
MAG_2,c_000000000310,20288,0,0,0,0,0,25.367666815942677,0
MAG_2,c_000000000311,198891,0,0,0,0,0,12.164700330344502,0
MAG_2,c_000000000312,1304616,0,0,0,0,0,21.96014016644766,0
MAG_2,c_000000000313,234683,0,0,0,0,0,24.11572180011689,0
MAG_2,c_000000000314,1474319,0,0,0,0,0,23.766875,0
MAG_2,c_000000000315,1545788,0,0,0,0,0,24.115532734274712,0
MAG_2,c_000000000316,1140016,0,0,0,0,0,26.30182475752096,0
MAG_2,c_000000000317,1648550,0,0,0,0,0,21.685883930281555,0
MAG_2,c_000000000318,18091,0,0,0,0,0,26.616836566918778,0
MAG_2,c_000000000319,356996,0,0,0,0,0,9.344547912285972,0
MAG_2,c_000000000320,328119,0,0,0,0,0,8.476075105996365,0
MAG_2,c_000000000321,471099,0,0,0,0,0,38.91214667685256,0.5126050420168067
MAG_2,c_000000000322,260458,0,0,0,0,0,23.234006734006734,0
MAG_2,c_000000000323,160553,0,0,0,0,0,23.837263691288246,0
MAG_2,c_000000000324,607205,0,0,0,0,0,22.3130828670397,0
MAG_2,c_000000000325,532478,0,0,0,0,0,8.376864621446664,0
MAG_2,c_000000000326,771194,0,0,0,0,0,13.933081674673987,0
MAG_2,c_000000000327,839703,0,0,0,0,0,21.89952010492116,0
MAG_2,c_000000000328,1558401,0,0,0,0,0,24.30535901064419,0
MAG_2,c_000000000329,816144,0,0,0,0,0,23.827355623100303,0
MAG_2,c_000000000330,1130219,0,0,0,0,0,26.461185538630943,0
MAG_2,c_000000000331,601852,0,0,0,0,0,23.980506822612085,0
MAG_2,c_000000000332,1053624,0,0,0,0,0,22.196071791398577,0
MAG_2,c_000000000333,98622,0,0,0,0,0,22.828920570264767,0
MAG_2,c_000000000334,1656345,0,0,0,0,0,16.916042446941322,0
MAG_2,c_000000000335,386772,0,0,0,0,0,26.51982276119403,0
MAG_2,c_000000000336,282461,0,0,0,0,0,25.322593636729763,0
MAG_2,c_000000000337,657844,0,0,0,0,0,21.080026899798252,0
MAG_2,c_000000000338,1371261,0,0,0,0,0,27.51836661911555,0
MAG_2,c_000000000339,706962,0,0,0,0.19973279893119572,0,25.802271209084836,0
MAG_2,c_000000000340,1062589,0,0,0,0,0,22.201953043839602,0
MAG_2,c_000000000341,251220,0,0,0,0,0,22.97450248756219,0
MAG_2,c_000000000342,1442985,0.2293637846655791,0,0.530505709624796,4.123327895595432,0,28.538662316476344,0
MAG_2,c_000000000343,1067407,0,0,0,0,0,25.24608938547486,0
MAG_2,c_000000000344,244420,0,0,0,0,0,20.869455006337137,0
MAG_2,c_000000000345,511714,0,0,0,0,0,23.44767238361918,0
MAG_2,c_000000000346,1017437,0,0,0,0,0,26.61842105263158,0
